Region,Ankuenfte,Uebernachtungen,Aufenthaltslaenge_mean,Sequence
Ausland,2509,7177,2.9,201005
HB,2862,5563,1.9,201005
Deutschland ,2551,5007,2.0,201005
Ausland,311,556,1.8,201005
HH,4343,11336,2.6,201005
Deutschland ,3614,9673,2.7,201005
Ausland,729,1663,2.3,201005
HE,48108,138231,2.9,201005
Deutschland ,42862,124231,2.9,201005
Ausland,5246,14000,2.7,201005
MV,86583,299769,3.5,201005
Deutschland ,82959,289030,3.5,201005
Ausland,3624,10739,3.0,201005
NI,138762,506204,3.6,201005
Deutschland ,126632,463281,3.7,201005
Ausland,12130,42923,3.5,201005
NW,72816,181729,2.5,201005
Deutschland ,60918,149226,2.4,201005
Ausland,11898,32503,2.7,201005
RP,89125,264471,3.0,201005
Deutschland ,59265,169701,2.9,201005
Ausland,29860,94770,3.2,201005
SL,4067,16207,4.0,201005
Deutschland ,3469,15166,4.4,201005
Ausland,598,1041,1.7,201005
SN,23611,71277,3.0,201005
Deutschland ,21395,65081,3.0,201005
Ausland,2216,6196,2.8,201005
ST,17731,44575,2.5,201005
Deutschland ,16366,41680,2.5,201005
Ausland,1365,2895,2.1,201005
Schleswig Holstein,93270,285231,3.1,201005
Deutschland ,87163,270890,3.1,201005
Ausland,6107,14341,2.3,201005
TH,14575,39526,2.7,201005
Deutschland ,13156,35143,2.7,201005
Ausland,1419,4383,3.1,201005
BRD,964145,3074203,3.2,201006
Deutschland ,778494,2577663,3.3,201006
Ausland,185651,496540,2.7,201006
BW,115152,390156,3.4,201006
Deutschland ,81869,300407,3.7,201006
Ausland,33283,89749,2.7,201006
BY,143633,460075,3.2,201006
Deutschland ,106598,378938,3.6,201006
Ausland,37035,81137,2.2,201006
BE,5284,15841,3.0,201006
Deutschland ,3275,10227,3.1,201006
Ausland,2009,5614,2.8,201006
BR,37050,98615,2.7,201006
Deutschland ,32674,86997,2.7,201006
Ausland,4376,11618,2.7,201006
HB,4127,8060,2.0,201006
Deutschland ,,,,201006
Ausland,,,,201006
HH,5329,12031,2.3,201006
Deutschland ,,,,201006
Ausland,,,,201006
HE,59356,155485,2.6,201006
Deutschland ,49894,131527,2.6,201006
Ausland,9462,23958,2.5,201006
MV,115061,461041,4.0,201006
Deutschland ,105938,429097,4.1,201006
Ausland,9123,31944,3.5,201006
NI,139456,484876,3.5,201006
Deutschland ,117784,428410,3.6,201006
Ausland,21672,56466,2.6,201006
NW,78187,176699,2.3,201006
Deutschland ,63608,140869,2.2,201006
Ausland,14579,35830,2.5,201006
RP,88100,269665,3.1,201006
Deutschland ,55686,160917,2.9,201006
Ausland,32414,108748,3.4,201006
SL,10456,25992,2.5,201006
Deutschland ,9611,24358,2.5,201006
Ausland,845,1634,1.9,201006
SN,27026,71771,2.7,201006
Deutschland ,22659,59170,2.6,201006
Ausland,4367,12601,2.9,201006
ST,17662,40251,2.3,201006
Deutschland ,14986,34184,2.3,201006
Ausland,2676,6067,2.3,201006
Schleswig Holstein,103516,363726,3.5,201006
Deutschland ,93798,343023,3.7,201006
Ausland,9718,20703,2.1,201006
TH,14750,39919,2.7,201006
Deutschland ,12153,32382,2.7,201006
Ausland,2597,7537,2.9,201006
BRD,1898153,7191824,3.8,201007
Deutschland ,1453153,5957470,4.1,201007
Ausland,445000,1234354,2.8,201007
BW,207624,690392,3.3,201007
Deutschland ,122458,440683,3.6,201007
Ausland,85166,249709,2.9,201007
BY,302493,928036,3.1,201007
Deutschland ,191375,694734,3.6,201007
Ausland,111118,233302,2.1,201007
BE,8258,25014,3.0,201007
Deutschland ,3434,10548,3.1,201007
Ausland,4824,14466,3.0,201007
BR,88890,293560,3.3,201007
Deutschland ,79130,269455,3.4,201007
Ausland,9760,24105,2.5,201007
HB,3595,6670,1.9,201007
Deutschland ,,4265,,201007
Ausland,,2405,,201007
HH,5407,13905,2.6,201007
Deutschland ,,10819,,201007
Ausland,,3086,,201007
HE,85304,270516,3.2,201007
Deutschland ,65103,217699,3.3,201007
Ausland,20201,52817,2.6,201007
MV,315304,1626435,5.2,201007
Deutschland ,294672,1557638,5.3,201007
Ausland,20632,68797,3.3,201007
NI,249799,1034920,4.1,201007
Deutschland ,199940,903215,4.5,201007
Ausland,49859,131705,2.6,201007
NW,114464,279495,2.4,201007
Deutschland ,89404,211409,2.4,201007
Ausland,25060,68086,2.7,201007
RP,131875,471437,3.6,201007
Deutschland ,67778,209968,3.1,201007
Ausland,64097,261469,4.1,201007
SL,10805,33386,3.1,201007
Deutschland ,9308,29332,3.2,201007
Ausland,1497,4054,2.7,201007
SN,48762,148264,3.0,201007
Deutschland ,39528,123080,3.1,201007
Ausland,9234,25184,2.7,201007
ST,30702,79501,2.6,201007
Deutschland ,24940,67831,2.7,201007
Ausland,5762,11670,2.0,201007
Schleswig Holstein,255827,1171278,4.6,201007
Deutschland ,225951,1100228,4.9,201007
Ausland,29876,71050,2.4,201007
TH,39044,119015,3.0,201007
Deutschland ,34061,106566,3.1,201007
Ausland,4983,12449,2.5,201007
BRD,1582345,6202504,3.9,201008
Deutschland ,1239883,5141932,4.1,201008
Ausland,342462,1060572,3.1,201008
BW,216929,860140,4.0,201008
Deutschland ,141215,621459,4.4,201008
Ausland,75714,238681,3.2,201008
BY,290936,1060157,3.6,201008
Deutschland ,207576,866063,4.2,201008
Ausland,83360,194094,2.3,201008
BE,7405,24705,3.3,201008
Deutschland ,2892,9916,3.4,201008
Ausland,4513,14789,3.3,201008
BR,59351,197333,3.3,201008
Deutschland ,52346,178155,3.4,201008
Ausland,7005,19178,2.7,201008
HB,4313,,,201008
Deutschland ,,,,201008
Ausland,,,,201008
HH,6541,,,201008
Deutschland ,,,,201008
Ausland,,,,201008
HE,71455,232471,3.3,201008
Deutschland ,56283,189762,3.4,201008
Ausland,15172,42709,2.8,201008
MV,211510,1049922,5.0,201008
Deutschland ,198116,1003179,5.1,201008
Ausland,13394,46743,3.5,201008
NI,183849,793016,4.3,201008
Deutschland ,153309,703496,4.6,201008
Ausland,30540,89520,2.9,201008
NW,98941,269199,2.7,201008
Deutschland ,76787,200533,2.6,201008
Ausland,22154,68666,3.1,201008
RP,133910,504631,3.8,201008
Deutschland ,75812,240034,3.2,201008
Ausland,58098,264597,4.6,201008
SL,8235,27778,3.4,201008
Deutschland ,6653,23954,3.6,201008
Ausland,1582,3824,2.4,201008
SN,28898,90085,3.1,201008
Deutschland ,23085,72452,3.1,201008
Ausland,5813,17633,3.0,201008
ST,20468,49907,2.4,201008
Deutschland ,16788,42502,2.5,201008
Ausland,3680,7405,2.0,201008
Schleswig Holstein,178155,827952,4.6,201008
Deutschland ,162798,789960,4.9,201008
Ausland,15357,37992,2.5,201008
TH,61449,190342,3.1,201008
Deutschland ,57610,180034,3.1,201008
Ausland,3839,10308,2.7,201008
BRD,588077,2013602,3.4,201009
Deutschland ,468013,1681777,3.6,201009
Ausland,120064,331825,2.8,201009
BW,87451,318590,3.6,201009
Deutschland ,64922,258874,4.0,201009
Ausland,22529,59716,2.7,201009
BY,114512,408026,3.6,201009
Deutschland ,86343,344596,4.0,201009
Ausland,28169,63430,2.3,201009
BE,2533,8616,3.4,201009
Deutschland ,1457,4946,3.4,201009
Ausland,1076,3670,3.4,201009
BR,15643,46973,3.0,201009
Deutschland ,14045,42632,3.0,201009
Ausland,1598,4341,2.7,201009
HB,2099,4216,2.0,201009
Deutschland ,1827,3643,2.0,201009
Ausland,272,573,2.1,201009
HH,2602,6488,2.5,201009
Deutschland ,2223,5688,2.6,201009
Ausland,379,800,2.1,201009
HE,31691,87527,2.8,201009
Deutschland ,26291,71043,2.7,201009
Ausland,5400,16484,3.1,201009
MV,54886,247226,4.5,201009
Deutschland ,50966,235250,4.6,201009
Ausland,3920,11976,3.1,201009
NI,65610,256265,3.9,201009
Deutschland ,56463,231075,4.1,201009
Ausland,9147,25190,2.8,201009
NW,41922,96953,2.3,201009
Deutschland ,32404,73770,2.3,201009
Ausland,9518,23183,2.4,201009
RP,78914,244671,3.1,201009
Deutschland ,50158,144174,2.9,201009
Ausland,28756,100497,3.5,201009
SL,2317,6502,2.8,201009
Deutschland ,1722,5056,2.9,201009
Ausland,595,1446,2.4,201009
SN,11139,34830,3.1,201009
Deutschland ,9670,30612,3.2,201009
Ausland,1469,4218,2.9,201009
ST,9269,22015,2.4,201009
Deutschland ,8175,19874,2.4,201009
Ausland,1094,2141,2.0,201009
Schleswig Holstein,60422,205096,3.4,201009
Deutschland ,55326,194389,3.5,201009
Ausland,5096,10707,2.1,201009
TH,7067,19608,2.8,201009
Deutschland ,6021,16155,2.7,201009
Ausland,1046,3453,3.3,201009
BRD,367007,1267402,3.5,201010
Deutschland ,313103,1117420,3.6,201010
Ausland,53904,149982,2.8,201010
BW,47588,174703,3.7,201010
Deutschland ,35741,143784,4.0,201010
Ausland,11847,30919,2.6,201010
BY,65486,232933,3.6,201010
Deutschland ,53683,203929,3.8,201010
Ausland,11803,29004,2.5,201010
BE,589,2034,3.5,201010
Deutschland ,526,1821,3.5,201010
Ausland,63,213,3.4,201010
BR,6961,23653,3.4,201010
Deutschland ,6282,22046,3.5,201010
Ausland,679,1607,2.4,201010
HB,,,,201010
Deutschland ,,,,201010
Ausland,,,,201010
HH,,,,201010
Deutschland ,,,,201010
Ausland,,,,201010
HE,18796,57983,3.1,201010
Deutschland ,16996,50945,3.0,201010
Ausland,1800,7038,3.9,201010
MV,26619,122449,4.6,201010
Deutschland ,25969,120796,4.7,201010
Ausland,650,1653,2.5,201010
NI,54366,224147,4.1,201010
Deutschland ,50611,214661,4.2,201010
Ausland,3755,9486,2.5,201010
NW,29671,71772,2.4,201010
Deutschland ,24291,59836,2.5,201010
Ausland,5380,11936,2.2,201010
RP,55052,166991,3.0,201010
Deutschland ,41372,119386,2.9,201010
Ausland,13680,47605,3.5,201010
SL,1307,4810,3.7,201010
Deutschland ,1148,4538,4.0,201010
Ausland,159,272,1.7,201010
SN,5710,21701,3.8,201010
Deutschland ,5399,20879,3.9,201010
Ausland,311,822,2.6,201010
ST,4881,14852,3.0,201010
Deutschland ,4576,13757,3.0,201010
Ausland,305,1095,3.6,201010
Schleswig Holstein,41065,126571,3.1,201010
Deutschland ,38283,119950,3.1,201010
Ausland,2782,6621,2.4,201010
TH,3653,10568,2.9,201010
Deutschland ,3408,10007,2.9,201010
Ausland,245,561,2.3,201010
BRD,58115,188562,3.2,201011
Deutschland ,50009,168518,3.4,201011
Ausland,8106,20044,2.5,201011
BW,8483,34711,4.1,201011
Deutschland ,6527,28713,4.4,201011
Ausland,1956,5998,3.1,201011
BY,10568,51797,4.9,201011
Deutschland ,9711,49750,5.1,201011
Ausland,857,2047,2.4,201011
BE,,,,201011
Deutschland ,,,,201011
Ausland,,,,201011
BR,230,733,3.2,201011
Deutschland ,194,516,2.7,201011
Ausland,36,217,6.0,201011
HB,1995,3457,1.7,201011
Deutschland ,1963,3388,1.7,201011
Ausland,32,69,2.2,201011
HH,,,,201011
Deutschland ,,,,201011
Ausland,,,,201011
HE,4198,12801,3.0,201011
Deutschland ,3912,11794,3.0,201011
Ausland,286,1007,3.5,201011
MV,1120,5322,4.8,201011
Deutschland ,1083,5228,4.8,201011
Ausland,37,94,2.5,201011
NI,8253,27198,3.3,201011
Deutschland ,7419,25266,3.4,201011
Ausland,834,1932,2.3,201011
NW,10074,22786,2.3,201011
Deutschland ,8083,18631,2.3,201011
Ausland,1991,4155,2.1,201011
RP,6095,14000,2.3,201011
Deutschland ,4643,10679,2.3,201011
Ausland,1452,3321,2.3,201011
SL,247,736,3.0,201011
Deutschland ,211,689,3.3,201011
Ausland,36,47,1.3,201011
SN,537,2171,4.0,201011
Deutschland ,476,2019,4.2,201011
Ausland,61,152,2.5,201011
ST,503,1684,3.3,201011
Deutschland ,481,1650,3.4,201011
Ausland,22,34,1.5,201011
Schleswig Holstein,4651,7907,1.7,201011
Deutschland ,4198,7029,1.7,201011
Ausland,453,878,1.9,201011
TH,362,1314,3.6,201011
Deutschland ,337,1278,3.8,201011
Ausland,25,36,1.4,201011
BRD,43895,180802,4.1,201012
Deutschland ,38112,164143,4.3,201012
Ausland,5783,16659,2.9,201012
BW,5540,29050,5.2,201012
Deutschland ,3894,23823,6.1,201012
Ausland,1646,5227,3.2,201012
BY,12192,66318,5.4,201012
Deutschland ,11039,62859,5.7,201012
Ausland,1153,3459,3.0,201012
BE,,,,201012
Deutschland ,,,,201012
Ausland,,,,201012
BR,163,441,2.7,201012
Deutschland ,,,,201012
Ausland,,,,201012
HB,796,1558,2.0,201012
Deutschland ,,,,201012
Ausland,,,,201012
HH,,,,201012
Deutschland ,,,,201012
Ausland,,,,201012
HE,3363,12278,3.7,201012
Deutschland ,3220,11980,3.7,201012
Ausland,143,298,2.1,201012
MV,977,7479,7.7,201012
Deutschland ,969,7442,7.7,201012
Ausland,8,37,4.6,201012
NI,7503,25979,3.5,201012
Deutschland ,7021,23920,3.4,201012
Ausland,482,2059,4.3,201012
NW,6292,15695,2.5,201012
Deutschland ,4993,13012,2.6,201012
Ausland,1299,2683,2.1,201012
RP,2685,7395,2.8,201012
Deutschland ,2046,5540,2.7,201012
Ausland,639,1855,2.9,201012
SL,42,116,2.8,201012
Deutschland ,42,116,2.8,201012
Ausland,,,,201012
SN,828,3490,4.2,201012
Deutschland ,728,3209,4.4,201012
Ausland,100,281,2.8,201012
ST,513,2295,4.5,201012
Deutschland ,,,,201012
Ausland,,,,201012
Schleswig Holstein,2579,6611,2.6,201012
Deutschland ,2316,6063,2.6,201012
Ausland,263,548,2.1,201012
TH,324,1396,4.3,201012
Deutschland ,,,,201012
Ausland,,,,201012
BRD,38687,175171,4.5,201101
Deutschland ,33675,161226,4.8,201101
Ausland,5012,13945,2.8,201101
BW,5339,28083,5.3,201101
Deutschland ,4245,24635,5.8,201101
Ausland,1094,3448,3.2,201101
BY,10528,71941,6.8,201101
Deutschland ,9364,68378,7.3,201101
Ausland,1164,3563,3.1,201101
BE,,,,201101
Deutschland ,,,,201101
Ausland,,,,201101
BR,92,428,4.7,201101
Deutschland ,,,,201101
Ausland,,,,201101
HB,277,563,2.0,201101
Deutschland ,,,,201101
Ausland,,,,201101
HH,,,,201101
Deutschland ,,,,201101
Ausland,,,,201101
HE,2444,9232,3.8,201101
Deutschland ,2295,8831,3.8,201101
Ausland,149,401,2.7,201101
MV,651,5678,8.7,201101
Deutschland ,645,5668,8.8,201101
Ausland,6,10,1.7,201101
NI,6072,20834,3.4,201101
Deutschland ,5746,19734,3.4,201101
Ausland,326,1100,3.4,201101
NW,6498,19529,3.0,201101
Deutschland ,5154,15887,3.1,201101
Ausland,1344,3642,2.7,201101
RP,2691,7142,2.7,201101
Deutschland ,2015,5954,3.0,201101
Ausland,676,1188,1.8,201101
SL,144,258,1.8,201101
Deutschland ,82,175,2.1,201101
Ausland,62,83,1.3,201101
SN,335,2355,7.0,201101
Deutschland ,309,2272,7.4,201101
Ausland,26,83,3.2,201101
ST,454,2395,5.3,201101
Deutschland ,445,2291,5.1,201101
Ausland,9,104,11.6,201101
Schleswig Holstein,2663,4454,1.7,201101
Deutschland ,2534,4242,1.7,201101
Ausland,129,212,1.6,201101
TH,468,2119,4.5,201101
Deutschland ,458,,,201101
Ausland,10,,,201101
BRD,38271,139035,3.6,201102
Deutschland ,32906,122551,3.7,201102
Ausland,5365,16484,3.1,201102
BW,4591,21198,4.6,201102
Deutschland ,3448,16973,4.9,201102
Ausland,1143,4225,3.7,201102
BY,9643,49383,5.1,201102
Deutschland ,8463,45113,5.3,201102
Ausland,1180,4270,3.6,201102
BE,38,239,6.3,201102
Deutschland ,,,,201102
Ausland,,,,201102
BR,197,493,2.5,201102
Deutschland ,180,441,2.5,201102
Ausland,17,52,3.1,201102
HB,821,1523,1.9,201102
Deutschland ,794,1456,1.8,201102
Ausland,27,67,2.5,201102
HH,,,,201102
Deutschland ,,,,201102
Ausland,,,,201102
HE,3153,9338,3.0,201102
Deutschland ,2735,8598,3.1,201102
Ausland,418,740,1.8,201102
MV,714,4060,5.7,201102
Deutschland ,714,4060,5.7,201102
Ausland,,,,201102
NI,4668,17026,3.6,201102
Deutschland ,4178,15179,3.6,201102
Ausland,490,1847,3.8,201102
NW,5807,16005,2.8,201102
Deutschland ,4718,12488,2.6,201102
Ausland,1089,3517,3.2,201102
RP,5322,11518,2.2,201102
Deutschland ,4550,10272,2.3,201102
Ausland,772,1246,1.6,201102
SL,124,273,2.2,201102
Deutschland ,110,243,2.2,201102
Ausland,14,30,2.1,201102
SN,272,1758,6.5,201102
Deutschland ,,,,201102
Ausland,,,,201102
ST,262,1019,3.9,201102
Deutschland ,245,968,4.0,201102
Ausland,17,51,3.0,201102
Schleswig Holstein,2463,4475,1.8,201102
Deutschland ,2293,4091,1.8,201102
Ausland,170,384,2.3,201102
TH,196,727,3.7,201102
Deutschland ,183,702,3.8,201102
Ausland,13,25,1.9,201102
BRD,91266,279525,3.1,201103
Deutschland ,80055,249325,3.1,201103
Ausland,11211,30200,2.7,201103
BW,12584,48328,3.8,201103
Deutschland ,10243,40297,3.9,201103
Ausland,2341,8031,3.4,201103
BY,17756,75096,4.2,201103
Deutschland ,15767,70533,4.5,201103
Ausland,1989,4563,2.3,201103
BE,,,,201103
Deutschland ,,,,201103
Ausland,,,,201103
BR,443,949,2.1,201103
Deutschland ,394,849,2.2,201103
Ausland,49,100,2.0,201103
HB,1635,3158,1.9,201103
Deutschland ,1594,3093,1.9,201103
Ausland,41,65,1.6,201103
HH,,,,201103
Deutschland ,,,,201103
Ausland,,,,201103
HE,6549,19304,2.9,201103
Deutschland ,6147,18371,3.0,201103
Ausland,402,933,2.3,201103
MV,2595,11729,4.5,201103
Deutschland ,2564,11671,4.6,201103
Ausland,31,58,1.9,201103
NI,13647,42804,3.1,201103
Deutschland ,12117,37276,3.1,201103
Ausland,1530,5528,3.6,201103
NW,13488,32655,2.4,201103
Deutschland ,11202,27112,2.4,201103
Ausland,2286,5543,2.4,201103
RP,10308,21109,2.0,201103
Deutschland ,8603,17886,2.1,201103
Ausland,1705,3223,1.9,201103
SL,350,805,2.3,201103
Deutschland ,290,714,2.5,201103
Ausland,60,91,1.5,201103
SN,589,2869,4.9,201103
Deutschland ,542,2779,5.1,201103
Ausland,47,90,1.9,201103
ST,885,2501,2.8,201103
Deutschland ,800,,,201103
Ausland,85,,,201103
Schleswig Holstein,9391,15542,1.7,201103
Deutschland ,8803,14364,1.6,201103
Ausland,588,1178,2.0,201103
TH,559,1503,2.7,201103
Deutschland ,532,1453,2.7,201103
Ausland,27,50,1.9,201103
BRD,568388,1870393,3.3,201104
Deutschland ,494286,1676791,3.4,201104
Ausland,74102,193602,2.6,201104
BW,77850,273979,3.5,201104
Deutschland ,60451,221537,3.7,201104
Ausland,17399,52442,3.0,201104
BY,89061,292224,3.3,201104
Deutschland ,76433,266045,3.5,201104
Ausland,12628,26179,2.1,201104
BE,1159,3821,3.3,201104
Deutschland ,891,3061,3.4,201104
Ausland,268,760,2.8,201104
BR,17643,52669,3.0,201104
Deutschland ,16533,49716,3.0,201104
Ausland,1110,2953,2.7,201104
HB,3750,7458,2.0,201104
Deutschland ,3491,6915,2.0,201104
Ausland,259,543,2.1,201104
HH,2358,4807,2.0,201104
Deutschland ,2187,4392,2.0,201104
Ausland,171,415,2.4,201104
HE,25899,77372,3.0,201104
Deutschland ,23517,71947,3.1,201104
Ausland,2382,5425,2.3,201104
MV,44357,164015,3.7,201104
Deutschland ,42941,159778,3.7,201104
Ausland,1416,4237,3.0,201104
NI,94771,381718,4.0,201104
Deutschland ,87410,361092,4.1,201104
Ausland,7361,20626,2.8,201104
NW,52124,128806,2.5,201104
Deutschland ,43689,110638,2.5,201104
Ausland,8435,18168,2.2,201104
RP,63317,176852,2.8,201104
Deutschland ,47522,132286,2.8,201104
Ausland,15795,44566,2.8,201104
SL,5306,12198,2.3,201104
Deutschland ,4996,11677,2.3,201104
Ausland,310,521,1.7,201104
SN,10405,30723,3.0,201104
Deutschland ,9604,28994,3.0,201104
Ausland,801,1729,2.2,201104
ST,7817,20123,2.6,201104
Deutschland ,7496,19432,2.6,201104
Ausland,321,691,2.2,201104
Schleswig Holstein,66555,225757,3.4,201104
Deutschland ,61485,212269,3.5,201104
Ausland,5070,13488,2.7,201104
TH,6016,17871,3.0,201104
Deutschland ,5640,17012,3.0,201104
Ausland,376,859,2.3,201104
BRD,569057,1725291,3.0,201105
Deutschland ,456549,1421749,3.1,201105
Ausland,112508,303542,2.7,201105
BW,73445,234025,3.2,201105
Deutschland ,51069,175951,3.4,201105
Ausland,22376,58074,2.6,201105
BY,93377,295572,3.2,201105
Deutschland ,71967,250089,3.5,201105
Ausland,21410,45483,2.1,201105
BE,1425,3875,2.7,201105
Deutschland ,938,2332,2.5,201105
Ausland,487,1543,3.2,201105
BR,20810,54767,2.6,201105
Deutschland ,18331,48604,2.7,201105
Ausland,2479,6163,2.5,201105
HB,2814,5548,2.0,201105
Deutschland ,2466,4883,2.0,201105
Ausland,348,665,1.9,201105
HH,4284,12808,3.0,201105
Deutschland ,3595,11019,3.1,201105
Ausland,689,1789,2.6,201105
HE,34282,92146,2.7,201105
Deutschland ,29149,78968,2.7,201105
Ausland,5133,13178,2.6,201105
MV,57308,203902,3.6,201105
Deutschland ,53029,190821,3.6,201105
Ausland,4279,13081,3.1,201105
NI,72112,228008,3.2,201105
Deutschland ,62717,202882,3.2,201105
Ausland,9395,25126,2.7,201105
NW,45101,106636,2.4,201105
Deutschland ,35048,76337,2.2,201105
Ausland,10053,30299,3.0,201105
RP,63853,188921,3.0,201105
Deutschland ,38592,105415,2.7,201105
Ausland,25261,83506,3.3,201105
SL,5572,14965,2.7,201105
Deutschland ,4961,13670,2.8,201105
Ausland,611,1295,2.1,201105
SN,15632,48009,3.1,201105
Deutschland ,13630,42149,3.1,201105
Ausland,2002,5860,2.9,201105
ST,9899,22970,2.3,201105
Deutschland ,8603,20326,2.4,201105
Ausland,1296,2644,2.0,201105
Schleswig Holstein,61131,194066,3.2,201105
Deutschland ,55804,182755,3.3,201105
Ausland,5327,11311,2.1,201105
TH,8012,19073,2.4,201105
Deutschland ,6650,15548,2.3,201105
Ausland,1362,3525,2.6,201105
BRD,1357854,4227277,3.1,201106
Deutschland ,1155614,3684249,3.2,201106
Ausland,202240,543028,2.7,201106
BW,162425,544200,3.4,201106
Deutschland ,121087,428114,3.5,201106
Ausland,41338,116086,2.8,201106
BY,213318,697572,3.3,201106
Deutschland ,169899,598340,3.5,201106
Ausland,43419,99232,2.3,201106
BE,3914,10625,2.7,201106
Deutschland ,2827,7864,2.8,201106
Ausland,1087,2761,2.5,201106
BR,69746,190602,2.7,201106
Deutschland ,65267,179164,2.7,201106
Ausland,4479,11438,2.6,201106
HB,3383,6869,2.0,201106
Deutschland ,2873,5905,2.1,201106
Ausland,510,964,1.9,201106
HH,6557,12867,2.0,201106
Deutschland ,5210,10462,2.0,201106
Ausland,1347,2405,1.8,201106
HE,80364,214564,2.7,201106
Deutschland ,71041,192806,2.7,201106
Ausland,9323,21758,2.3,201106
MV,160414,594392,3.7,201106
Deutschland ,152538,569478,3.7,201106
Ausland,7876,24914,3.2,201106
NI,183625,555776,3.0,201106
Deutschland ,163930,504810,3.1,201106
Ausland,19695,50966,2.6,201106
NW,98282,253412,2.6,201106
Deutschland ,84271,217858,2.6,201106
Ausland,14011,35554,2.5,201106
RP,126951,395404,3.1,201106
Deutschland ,88839,268796,3.0,201106
Ausland,38112,126608,3.3,201106
SL,8649,22384,2.6,201106
Deutschland ,7630,20274,2.7,201106
Ausland,1019,2110,2.1,201106
SN,41539,119572,2.9,201106
Deutschland ,36975,105815,2.9,201106
Ausland,4564,13757,3.0,201106
ST,26544,64183,2.4,201106
Deutschland ,24296,59595,2.5,201106
Ausland,2248,4588,2.0,201106
Schleswig Holstein,138116,470442,3.4,201106
Deutschland ,127325,446916,3.5,201106
Ausland,10791,23526,2.2,201106
TH,34027,74413,2.2,201106
Deutschland ,31606,68052,2.2,201106
Ausland,2421,6361,2.6,201106
BRD,1645631,6059699,3.7,201107
Deutschland ,1236443,4945427,4.0,201107
Ausland,409188,1114272,2.7,201107
BW,193480,615824,3.2,201107
Deutschland ,110500,377799,3.4,201107
Ausland,82980,238025,2.9,201107
BY,275273,806148,2.9,201107
Deutschland ,163867,579406,3.5,201107
Ausland,111406,226742,2.0,201107
BE,7127,26117,3.7,201107
Deutschland ,2566,10822,4.2,201107
Ausland,4561,15295,3.4,201107
BR,73797,259177,3.5,201107
Deutschland ,64772,235514,3.6,201107
Ausland,9025,23663,2.6,201107
HB,4628,8712,1.9,201107
Deutschland ,3641,7088,1.9,201107
Ausland,987,1624,1.6,201107
HH,8035,17253,2.1,201107
Deutschland ,5668,13052,2.3,201107
Ausland,2367,4201,1.8,201107
HE,81694,239577,2.9,201107
Deutschland ,63552,195193,3.1,201107
Ausland,18142,44384,2.4,201107
MV,251290,1284944,5.1,201107
